grouping,group_value,metric,mean_bias,std_bias,median_bias,count,p_value_anova,p_value_vs_real,p_value_vs_zero,p_value,f_statistic,t_statistic,significant,significantly_different_from_real
global_north_south,Global North,diff_overall_happiness,-0.26813157894736833,0.3504881669786216,-0.2665000000000001,38,0.0011201973630736819,3.3811606728287354e-05,3.3811606728287605e-05,3.3811606728287354e-05,11.055163759364182,-4.715919724622711,True,True
global_north_south,Global South,diff_overall_happiness,0.1630091743119266,0.77070920316354,0.0449999999999999,109,0.0011201973630736819,0.029345173831447937,0.029345173831447937,0.029345173831447937,11.055163759364182,2.2081814212095456,True,True
global_north_south,Global North,diff_life_evaluation,-0.26813157894736833,0.3504881669786216,-0.2665000000000001,38,0.0011201973630736819,3.3811606728287354e-05,3.3811606728287605e-05,3.3811606728287354e-05,11.055163759364182,-4.715919724622711,True,True
global_north_south,Global South,diff_life_evaluation,0.1630091743119266,0.77070920316354,0.0449999999999999,109,0.0011201973630736819,0.029345173831447937,0.029345173831447937,0.029345173831447937,11.055163759364182,2.2081814212095456,True,True
global_north_south,Global North,diff_gdp,4.192394736842106,0.45471336617363256,4.0825,38,5.9644625557906615e-16,1.308204349248045e-37,1.308204349248045e-37,1.308204349248045e-37,83.05905991289974,56.83504982322094,True,True
global_north_south,Global South,diff_gdp,3.449174311926605,0.4251463330656846,3.504,109,5.9644625557906615e-16,1.3482431857471463e-100,1.3482431857471463e-100,1.3482431857471463e-100,83.05905991289974,84.7012762864659,True,True
global_north_south,Global North,diff_social_support,5.984184210526315,0.18672480911370343,5.984,38,0.07969282237716147,1.508391849043988e-57,1.508391849043988e-57,1.508391849043988e-57,3.1147267557937712,197.558048760683,True,True
global_north_south,Global South,diff_social_support,5.900064220183486,0.2720277516898458,5.885999999999999,109,0.07969282237716147,2.0178032813238236e-146,2.0178032813238236e-146,2.0178032813238236e-146,3.1147267557937712,226.4418924110499,True,True
global_north_south,Global North,diff_health,5.808552631578947,0.13808197670291697,5.8105,38,1.7143031245060056e-09,6.4697810248950875e-62,6.4697810248950875e-62,6.4697810248950875e-62,41.41084500776434,259.31206978681035,True,True
global_north_south,Global South,diff_health,5.566314814814815,0.21682154461302186,5.577,108,1.7143031245060056e-09,6.648492031639944e-153,6.648492031639944e-153,6.648492031639944e-153,41.41084500776434,266.79470679142776,True,True
global_north_south,Global North,diff_freedom,5.894447368421052,0.3381352438019374,5.916499999999999,38,7.440995104173095e-15,8.821629967588003e-48,8.821629967587878e-48,8.821629967588003e-48,75.46832359730288,107.45941029129175,True,True
global_north_south,Global South,diff_freedom,4.936759259259259,0.6482346100961821,5.1165,108,7.440995104173095e-15,8.654003795065524e-97,8.654003795065524e-97,8.654003795065524e-97,75.46832359730288,79.14465900397775,True,True
global_north_south,Global North,diff_generosity,3.6797894736842105,0.2836989418660769,3.673,38,2.619142850212034e-17,4.739687494833481e-43,4.739687494833413e-43,4.739687494833481e-43,92.99441960687875,79.95710385929068,True,True
global_north_south,Global South,diff_generosity,3.2962568807339454,0.1796258665109504,3.2780000000000005,109,2.619142850212034e-17,1.3346404879285006e-138,1.3346404879285006e-138,1.3346404879285006e-138,92.99441960687875,191.58672876809683,True,True
global_north_south,Global North,diff_corruption,5.415736842105264,1.5862418731793697,5.4725,38,1.0895025698765711e-26,3.474702572449308e-22,3.474702572449308e-22,3.474702572449308e-22,175.4254551289437,21.046502800328962,True,True
global_north_south,Global South,diff_corruption,2.6681666666666666,0.8705538842717094,2.5275,108,1.0895025698765711e-26,2.0656347399927146e-56,2.0656347399927146e-56,2.0656347399927146e-56,175.4254551289437,31.851447543154972,True,True
world_123,World 1,diff_overall_happiness,-0.3507272727272727,0.3773230498958206,-0.33450000000000024,22,0.000960486076177301,0.0002748409042072924,0.0002748409042072924,0.0002748409042072924,7.294368114988486,-4.359809791249415,True,True
world_123,World 2,diff_overall_happiness,0.0820775862068966,0.6994550444063058,-0.0029999999999996,116,0.000960486076177301,0.20884159278935535,0.20884159278935535,0.20884159278935535,7.294368114988486,1.2638448524482273,False,False
world_123,World 3,diff_overall_happiness,0.6415555555555554,0.992507192809089,0.3890000000000002,9,0.000960486076177301,0.08845595156136674,0.08845595156136674,0.08845595156136674,7.294368114988486,1.9391966935970415,False,False
world_123,World 1,diff_life_evaluation,-0.3507272727272727,0.3773230498958206,-0.33450000000000024,22,0.000960486076177301,0.0002748409042072924,0.0002748409042072924,0.0002748409042072924,7.294368114988486,-4.359809791249415,True,True
