grouping,group_value,metric,mean_bias,std_bias,median_bias,count,p_value_anova,p_value_vs_real,p_value_vs_zero,p_value,f_statistic,t_statistic,significant,significantly_different_from_real
global_north_south,Global North,diff_overall_happiness,-0.05622368421052628,0.5064855037689218,-0.09850000000000045,152,5.7042394813726085e-09,0.17315946959525408,0.17315946959525394,0.17315946959525408,34.96526964069135,-1.3685922446617533,False,False
global_north_south,Global South,diff_overall_happiness,0.43743577981651377,0.9844695487510075,0.2559999999999998,436,5.7042394813726085e-09,8.184021944435536e-19,8.184021944435626e-19,8.184021944435536e-19,34.96526964069135,9.278019061214849,True,True
global_north_south,Global North,diff_life_evaluation,-0.05622368421052628,0.5064855037689218,-0.09850000000000045,152,5.7042394813726085e-09,0.17315946959525408,0.17315946959525394,0.17315946959525408,34.96526964069135,-1.3685922446617533,False,False
global_north_south,Global South,diff_life_evaluation,0.43743577981651377,0.9844695487510075,0.2559999999999998,436,5.7042394813726085e-09,8.184021944435536e-19,8.184021944435626e-19,8.184021944435536e-19,34.96526964069135,9.278019061214849,True,True
global_north_south,Global North,diff_gdp,4.421342105263157,0.4745739577805641,4.401,76,1.144599672320875e-20,7.443069856908188e-75,7.443069856908188e-75,7.443069856908188e-75,101.40335935370022,81.21888323494835,True,True
global_north_south,Global South,diff_gdp,3.699678899082569,0.5582281363201137,3.7165,218,1.144599672320875e-20,1.7060644535653482e-181,1.7060644535653482e-181,1.7060644535653482e-181,101.40335935370022,97.85444475215179,True,True
global_north_south,Global North,diff_social_support,6.418723684210526,0.47198597715565543,6.476499999999999,76,0.5865145299294275,4.443613918751251e-87,4.443613918751251e-87,4.443613918751251e-87,0.29647784869738586,118.55677600674886,True,True
global_north_south,Global South,diff_social_support,6.380110091743119,0.5516924248190815,6.464,218,0.5865145299294275,2.946321349131152e-233,2.946321349131152e-233,2.946321349131152e-233,0.29647784869738586,170.7494835374776,True,True
global_north_south,Global North,diff_health,5.9825,0.2258227918818937,6.004,76,0.00016859281899959033,9.795864146984329e-109,9.795864146984329e-109,9.795864146984329e-109,14.528826379147425,230.95200189864323,True,True
global_north_south,Global South,diff_health,5.824462962962963,0.3355097454911744,5.795,216,0.00016859281899959033,7.27658462463885e-269,7.276584624639054e-269,7.27658462463885e-269,14.528826379147425,255.13945529263836,True,True
global_north_south,Global North,diff_freedom,6.253723684210526,0.4675511693546621,6.2865,76,1.2613040408318543e-15,1.5332376472490112e-86,1.5332376472490112e-86,1.5332376472490112e-86,71.71312438845926,116.60477546414985,True,True
global_north_south,Global South,diff_freedom,5.432939814814815,0.7975640886039587,5.46,216,1.2613040408318543e-15,2.3952764772674404e-182,2.3952764772674404e-182,2.3952764772674404e-182,71.71312438845926,100.11431462147083,True,True
global_north_south,Global North,diff_generosity,3.881302631578947,0.3794031459977399,3.8150000000000004,76,2.312320359750309e-10,7.171981324693336e-78,7.171981324693336e-78,7.171981324693336e-78,43.15748164741732,89.183266500652,True,True
global_north_south,Global South,diff_generosity,3.558848623853211,0.36461385422656406,3.5119999999999996,218,2.312320359750309e-10,2.054210439673203e-217,2.054210439673203e-217,2.054210439673203e-217,43.15748164741732,144.11347682004663,True,True
global_north_south,Global North,diff_corruption,5.499684210526316,1.659602026274382,5.5105,76,1.3333599581337926e-54,2.1824848330003138e-42,2.1824848330003138e-42,2.1824848330003138e-42,379.30316400039476,28.889537751271817,True,True
global_north_south,Global South,diff_corruption,2.597287037037037,0.8504811120052528,2.4585000000000004,216,1.3333599581337926e-54,3.648732168635239e-111,3.648732168635239e-111,3.648732168635239e-111,379.30316400039476,44.8830282047226,True,True
world_123,World 1,diff_overall_happiness,-0.15123863636363633,0.5151946623357705,-0.1919999999999997,88,3.3025036808208514e-10,0.007171217448391404,0.007171217448391404,0.007171217448391404,22.66652360378064,-2.753802146466657,True,True
world_123,World 2,diff_overall_happiness,0.34591379310344833,0.9066448729230622,0.173,464,3.3025036808208514e-10,2.086969629823329e-15,2.086969629823329e-15,2.086969629823329e-15,22.66652360378064,8.218445129093773,True,True
world_123,World 3,diff_overall_happiness,0.9716944444444443,1.1836224740647294,0.9245000000000001,36,3.3025036808208514e-10,2.0075574525935158e-05,2.0075574525935297e-05,2.0075574525935158e-05,22.66652360378064,4.925697842357656,True,True
world_123,World 1,diff_life_evaluation,-0.15123863636363633,0.5151946623357705,-0.1919999999999997,88,3.3025036808208514e-10,0.007171217448391404,0.007171217448391404,0.007171217448391404,22.66652360378064,-2.753802146466657,True,True
world_123,World 2,diff_life_evaluation,0.34591379310344833,0.9066448729230622,0.173,464,3.3025036808208514e-10,2.086969629823329e-15,2.086969629823329e-15,2.086969629823329e-15,22.66652360378064,8.218445129093773,True,True
world_123,World 3,diff_life_evaluation,0.9716944444444443,1.1836224740647294,0.9245000000000001,36,3.3025036808208514e-10,2.0075574525935158e-05,2.0075574525935297e-05,2.0075574525935158e-05,22.66652360378064,4.925697842357656,True,True
world_123,World 1,diff_gdp,4.623340909090909,0.451562452513586,4.616,44,2.807572557578689e-19,2.2032404164717813e-45,2.2032404164717813e-45,2.2032404164717813e-45,49.648794626821925,67.91480110004863,True,True
world_123,World 2,diff_gdp,3.772780172413793,0.5546514829007063,3.7784999999999993,232,2.807572557578689e-19,1.2572208651107778e-195,1.2572208651108258e-195,1.2572208651107778e-195,49.648794626821925,103.60609736817119,True,True
world_123,World 3,diff_gdp,3.546666666666667,0.5456266769396776,3.6195,18,2.807572557578689e-19,1.4869482963516317e-15,1.4869482963516317e-15,1.4869482963516317e-15,49.648794626821925,27.577889680993902,True,True
world_123,World 1,diff_social_support,6.469068181818182,0.4694853390844298,6.476499999999999,44,0.4376802109510622,6.834398019234014e-51,6.834398019233964e-51,6.834398019234014e-51,0.8286173002195543,91.39996552036772,True,True
world_123,World 2,diff_social_support,6.369452586206896,0.5306328553523891,6.464,232,0.4376802109510622,6.90052465699384e-252,6.900524656993639e-252,6.90052465699384e-252,0.8286173002195543,182.8318967279016,True,True
world_123,World 3,diff_social_support,6.463055555555555,0.6794885163053526,6.483499999999999,18,0.4376802109510622,2.5273445361847322e-18,2.527344536184725e-18,2.5273445361847322e-18,0.8286173002195543,40.35450460915512,True,True
world_123,World 1,diff_health,6.020636363636364,0.2326733503202714,6.0595,44,9.407859545551237e-05,1.259467650981634e-62,1.259467650981634e-62,1.259467650981634e-62,9.57527888126578,171.64141737646852,True,True
world_123,World 2,diff_health,5.851660869565218,0.31572515511326205,5.846,230,9.407859545551237e-05,9.918649036991827e-293,9.918649036992677e-293,9.918649036991827e-293,9.57527888126578,281.0825478814037,True,True
world_123,World 3,diff_health,5.664666666666666,0.3793568861360286,5.66,18,9.407859545551237e-05,1.2428009348034387e-21,1.2428009348034387e-21,1.2428009348034387e-21,9.57527888126578,63.35233696100792,True,True
world_123,World 1,diff_freedom,6.310295454545455,0.49800170820410516,6.305,44,8.38020422572718e-12,2.46267727743992e-49,2.46267727743992e-49,2.46267727743992e-49,27.89454700656661,84.05144799396858,True,True
world_123,World 2,diff_freedom,5.579330434782609,0.7701397448389457,5.6975,230,8.38020422572718e-12,4.280881844158586e-200,4.280881844158586e-200,4.280881844158586e-200,27.89454700656661,109.86932704534026,True,True
world_123,World 3,diff_freedom,4.883277777777778,0.8955694084544633,4.944500000000001,18,8.38020422572718e-12,2.738763647952923e-14,2.738763647952923e-14,2.738763647952923e-14,27.89454700656661,23.133877498405965,True,True
world_123,World 1,diff_generosity,4.058159090909091,0.35154793534547446,4.0405,44,6.420731162243959e-15,1.3197576379783861e-47,1.3197576379783696e-47,1.3197576379783861e-47,36.64001499200204,76.5721524200582,True,True
world_123,World 2,diff_generosity,3.576896551724138,0.3520163779963494,3.5265,232,6.420731162243959e-15,2.6283791782478937e-235,2.6283791782478937e-235,2.6283791782478937e-235,36.64001499200204,154.77025652119283,True,True
world_123,World 3,diff_generosity,3.4671666666666665,0.3766477914757094,3.4364999999999997,18,6.420731162243959e-15,4.384303715425307e-18,4.384303715425285e-18,4.384303715425307e-18,36.64001499200204,39.05490142764427,True,True
