grouping,group_value,metric,mean_bias,std_bias,median_bias,count,p_value_anova,p_value_vs_real,p_value_vs_zero,p_value,f_statistic,t_statistic,significant,significantly_different_from_real
global_north_south,Global North,diff_overall_happiness,0.5191052631578946,0.35646195274577946,0.49700000000000033,38,7.170049270694188e-10,7.980297564157571e-11,7.98029756415752e-11,7.980297564157571e-11,43.57708098528735,8.977058360861234,True,True
global_north_south,Global South,diff_overall_happiness,1.446724770642202,0.8387282135113814,1.3679999999999994,109,7.170049270694188e-10,2.6149060415809566e-34,2.6149060415809566e-34,2.6149060415809566e-34,43.57708098528735,18.008515507428967,True,True
global_north_south,Global North,diff_life_evaluation,0.5191052631578946,0.35646195274577946,0.49700000000000033,38,7.170049270694188e-10,7.980297564157571e-11,7.98029756415752e-11,7.980297564157571e-11,43.57708098528735,8.977058360861234,True,True
global_north_south,Global South,diff_life_evaluation,1.446724770642202,0.8387282135113814,1.3679999999999994,109,7.170049270694188e-10,2.6149060415809566e-34,2.6149060415809566e-34,2.6149060415809566e-34,43.57708098528735,18.008515507428967,True,True
global_north_south,Global North,diff_gdp,4.650289473684211,0.37695694125705886,4.596500000000001,38,5.036775851981263e-11,2.9974283017984344e-42,2.9974283017984573e-42,2.9974283017984344e-42,50.47083079460261,76.04664196882294,True,True
global_north_south,Global South,diff_gdp,3.950183486238532,0.5645405894461247,4.079000000000001,109,5.036775851981263e-11,8.930872752799255e-94,8.930872752799255e-94,8.930872752799255e-94,50.47083079460261,73.05254419922066,True,True
global_north_south,Global North,diff_social_support,6.8532631578947365,0.1698245014969191,6.859000000000001,38,0.8827029373333825,3.0044853495259505e-61,3.0044853495259505e-61,3.0044853495259505e-61,0.02184596502261683,248.76476011515996,True,True
global_north_south,Global South,diff_social_support,6.860155963302753,0.2690587218816575,6.846,109,0.8827029373333825,5.396299736586824e-154,5.396299736586824e-154,5.396299736586824e-154,0.02184596502261683,266.1951653338836,True,True
global_north_south,Global North,diff_health,6.156447368421053,0.14883742216301254,6.154999999999999,38,0.04897080447255379,1.205922769105215e-61,1.2059227691052315e-61,1.205922769105215e-61,3.9428190439277992,254.9821799847549,True,True
global_north_south,Global South,diff_health,6.082611111111111,0.21129948774251475,6.084,108,0.04897080447255379,3.229127140918766e-158,3.229127140918766e-158,3.229127140918766e-158,3.9428190439277992,299.159972407476,True,True
global_north_south,Global North,diff_freedom,6.613,0.25227912469476477,6.6165,38,2.628153190601489e-10,2.5375722685889174e-54,2.537572268588938e-54,2.5375722685889174e-54,46.19852559988268,161.58796274149194,True,True
global_north_south,Global South,diff_freedom,5.929120370370371,0.600800894096809,6.072500000000001,108,2.628153190601489e-10,1.1253716421737626e-108,1.1253716421737626e-108,1.1253716421737626e-108,46.19852559988268,102.55847978833049,True,True
global_north_south,Global North,diff_generosity,4.082815789473684,0.3576153645093338,4.093500000000001,38,3.0637013748799386e-05,5.167303383667374e-41,5.167303383667374e-41,5.167303383667374e-41,18.529111925252664,70.3777558850314,True,True
global_north_south,Global South,diff_generosity,3.8214403669724772,0.30929960996708356,3.777,109,3.0637013748799386e-05,3.9643313990800314e-120,3.9643313990800314e-120,3.9643313990800314e-120,18.529111925252664,128.99146151837115,True,True
global_north_south,Global North,diff_corruption,5.583631578947369,1.7471002295085394,5.58,38,2.6623721784054475e-29,3.293285325513773e-21,3.293285325513773e-21,3.293285325513773e-21,203.10432225512923,19.701111654232488,True,True
global_north_south,Global South,diff_corruption,2.5264074074074077,0.8278830907243089,2.4025,108,2.6623721784054475e-29,3.1434429383282394e-56,3.1434429383282394e-56,3.1434429383282394e-56,203.10432225512923,31.713651644361377,True,True
world_123,World 1,diff_overall_happiness,0.38949999999999996,0.33076876543965916,0.43099999999999955,22,3.877482951990476e-08,1.7618131050050084e-05,1.7618131050049935e-05,1.7618131050050084e-05,19.257654721337655,5.523245025940946,True,True
world_123,World 2,diff_overall_happiness,1.2959137931034481,0.7914565281694308,1.1374999999999993,116,3.877482951990476e-08,1.7253005037796625e-34,1.725300503779642e-34,1.7253005037796625e-34,19.257654721337655,17.635104654053492,True,True
world_123,World 3,diff_overall_happiness,2.058222222222222,1.0275114084254464,1.654,9,3.877482951990476e-08,0.00032004596835093945,0.00032004596835093945,0.00032004596835093945,19.257654721337655,6.009341225834852,True,True
world_123,World 1,diff_life_evaluation,0.38949999999999996,0.33076876543965916,0.43099999999999955,22,3.877482951990476e-08,1.7618131050050084e-05,1.7618131050049935e-05,1.7618131050050084e-05,19.257654721337655,5.523245025940946,True,True
